clip_id,sentence
3xtnvxSmYFU_6-3-rgb_front,"Meaning, overly large for the body."
3yeunpfsN_Q_11-3-rgb_front,I'm not sure.
3yeunpfsN_Q_13-3-rgb_front,I'm going to sit back.
3yeunpfsN_Q_15-3-rgb_front,Bend the legs.
3yeunpfsN_Q_16-3-rgb_front,Pull with the feet.
3yeunpfsN_Q_5-3-rgb_front,That's why it's there.
3yeunpfsN_Q_6-3-rgb_front,That's why I've got a strap around my waist.
3yjFlBByBX4_6-1-rgb_front,And I'm going to show you a simple way to do that.
4-Jt6C_aKpc_0-5-rgb_front,Hi.
4-Jt6C_aKpc_12-5-rgb_front,Chop all this onion down fine.
4-Jt6C_aKpc_15-5-rgb_front,And we're going to chop now our green scallion.
4-Jt6C_aKpc_7-5-rgb_front,Straight down.
4-iAIeV2Hsk_10-3-rgb_front,And you remove one chair and you have one player winner
4-iAIeV2Hsk_6-3-rgb_front,Sometime similar to this is a good chair idea.
40VtkeryvFE_2-1-rgb_front,"This is an example of relaxed hair, African American hair."
40VtkeryvFE_9-1-rgb_front,"On mine I do the same thing, and that's bi-racial hair."
40dTE31p5uA_0-5-rgb_front,IAN LOVEALL: Hi.
40dTE31p5uA_2-5-rgb_front,Now here's another example of lighting.
414pAs3SDu0_17-5-rgb_front,Meringue powder and water.
414pAs3SDu0_2-5-rgb_front,It comes in a couple of different ways.
414pAs3SDu0_7-5-rgb_front,A little bit about granulated sugar.
41uzlhDMROA_6-3-rgb_front,"Where I've got my body perpendicular to a line where the bird is, I look at the bird."
42c5l12RhWo_2-8-rgb_front,I am not a proponent of cleaning them with a wire.
42c5l12RhWo_3-8-rgb_front,I am a proponent of using toilet bowl de-limer.
43zfrZ1Zh2w_12-8-rgb_front,"Once you remove the dead fish which we have in the tank, out of the fish tank, properly dispose of it in the commode."
43zfrZ1Zh2w_14-8-rgb_front,"Once you do this, your tank is happy and healthy."
43zfrZ1Zh2w_21-8-rgb_front,Just make sure you wash your hands thoroughly.
43zfrZ1Zh2w_25-8-rgb_front,"There, again, don't put the big fish in a commode."
43zfrZ1Zh2w_5-8-rgb_front,Of course this is what they do in the wild.
43zfrZ1Zh2w_8-8-rgb_front,Lift the lid on your tank.
45XYg7z7CdQ_4-5-rgb_front,They are going to roll in the mud.
45XYg7z7CdQ_5-5-rgb_front,They are going to roll in the snow and the rain.
46UzcCnmGPk_1-3-rgb_front,"Mm, sounds good doesn't it?"
46UzcCnmGPk_10-3-rgb_front,But this drink actually tastes fantastic.
46UzcCnmGPk_13-3-rgb_front,"Look at that color, beautiful."
46UzcCnmGPk_15-3-rgb_front,Bottoms up.
46UzcCnmGPk_2-3-rgb_front,Here we go.
46UzcCnmGPk_3-3-rgb_front,This is how you make it.
46UzcCnmGPk_7-3-rgb_front,It'll be about a shot of pineapple juice.
46UzcCnmGPk_8-3-rgb_front,And mix this together.
46WKIipNJt8_0-8-rgb_front,"Okay, so now we've prepared the bat."
46WKIipNJt8_10-8-rgb_front,"You dried it off again, similar way with the towel."
46WKIipNJt8_11-8-rgb_front,There's no too much water.
46WKIipNJt8_15-8-rgb_front,I'm sticking it to the back.
46wX8xjt7mA_10-8-rgb_front,Curly hair tends to be a bit dry.
46wX8xjt7mA_11-5-rgb_front,It's going to be a little dry because it's curly.
46wX8xjt7mA_11-8-rgb_front,It's going to be a little dry because it's curly.
46wX8xjt7mA_13-5-rgb_front,A good hydrating shampoo.
46wX8xjt7mA_13-8-rgb_front,A good hydrating shampoo.
46wX8xjt7mA_15-5-rgb_front,Scrub the hair real well and then proceed to condition after.
46wX8xjt7mA_2-8-rgb_front,Nice and thick like this and put the towel over.
46wX8xjt7mA_3-5-rgb_front,A nice thick towel.
46wX8xjt7mA_3-8-rgb_front,A nice thick towel.
46wX8xjt7mA_4-5-rgb_front,I'm going to begin to shampoo her.
46wX8xjt7mA_4-8-rgb_front,I'm going to begin to shampoo her.
46wX8xjt7mA_6-5-rgb_front,We use a hydrating shampoo.
46wX8xjt7mA_6-8-rgb_front,We use a hydrating shampoo.
46wX8xjt7mA_9-8-rgb_front,It also gives her a little bit of conditioning.
476vh2-HlV0_0-5-rgb_front,Hi!
476vh2-HlV0_0-8-rgb_front,Hi!
476vh2-HlV0_13-8-rgb_front,You just want to make sure and get this all nice and clean.
476vh2-HlV0_15-5-rgb_front,This should be one of the easier steps.
476vh2-HlV0_15-8-rgb_front,This should be one of the easier steps.
476vh2-HlV0_4-5-rgb_front,Let me get this wet first.
476vh2-HlV0_4-8-rgb_front,Let me get this wet first.
476vh2-HlV0_5-5-rgb_front,Spray that down.
476vh2-HlV0_5-8-rgb_front,Spray that down.
476vh2-HlV0_7-5-rgb_front,You're going to wipe this down.
476vh2-HlV0_7-8-rgb_front,You're going to wipe this down.
476vh2-HlV0_9-8-rgb_front,"First of all, this helps prevent it from getting dirty."
477ZE29Y6eU_12-8-rgb_front,Why would your horse need a neck cover?
477ZE29Y6eU_9-8-rgb_front,Now this a net cover.
47DGHJiOzPQ_0-5-rgb_front,O.k.
47DGHJiOzPQ_10-5-rgb_front,Darn it.
47DGHJiOzPQ_14-5-rgb_front,And just iron them in place.
47DGHJiOzPQ_3-5-rgb_front,And it should peel right off.
47DGHJiOzPQ_4-5-rgb_front,If it's not.
47DGHJiOzPQ_6-5-rgb_front,That means you didn't iron it long enough.
47DGHJiOzPQ_9-5-rgb_front,So if you try to iron it and it's not sticking.
47HHNulBaX0_12-5-rgb_front,This is called half diminished.
47HHNulBaX0_16-5-rgb_front,The seven for flat seven.
47HHNulBaX0_19-5-rgb_front,"Now two ways, you could write that out."
47HHNulBaX0_2-5-rgb_front,Let's look at the scale and I'll show you why.
47HHNulBaX0_5-5-rgb_front,Which we did in the last clip.
47HHNulBaX0_8-5-rgb_front,Now we're also going to flat the five.
47oJoR2BC34_10-8-rgb_front,You might be using a completely different type of set up.
47oJoR2BC34_11-8-rgb_front,So that's one way.
48DncKS_yN0_10-8-rgb_front,"Pass it, thumbs down."
48DncKS_yN0_12-8-rgb_front,"Into the pass, thumbs down."
48DncKS_yN0_13-8-rgb_front,Again.
48DncKS_yN0_14-8-rgb_front,"Into the pass, thumbs down, ok?"
48DncKS_yN0_16-8-rgb_front,And you get it to him.
48DncKS_yN0_17-8-rgb_front,Nice chest pass.
48DncKS_yN0_18-8-rgb_front,Ok.
48DncKS_yN0_19-8-rgb_front,Right in the chest.
48DncKS_yN0_20-8-rgb_front,"Thumbs down, forward."
48DncKS_yN0_21-8-rgb_front,Forward.
48DncKS_yN0_26-8-rgb_front,"Extend, good."
48DncKS_yN0_28-8-rgb_front,Chest pass.
48DncKS_yN0_29-8-rgb_front,Right.
48DncKS_yN0_31-8-rgb_front,Bulls-eye right on his chest.
48DncKS_yN0_32-8-rgb_front,"Couple of dribbles, hit him, chest pass, right?"
48DncKS_yN0_4-8-rgb_front,First drill we're going to is a simple chest pass.
48QmLVn7fqQ_0-8-rgb_front,Hello folks.
48QmLVn7fqQ_10-8-rgb_front,"Not really necessary, but again, that is entirely up to you."
48QmLVn7fqQ_14-8-rgb_front,Come up top and draw some pockets.
48QmLVn7fqQ_16-8-rgb_front,It's up to you.
48QmLVn7fqQ_2-8-rgb_front,And I will just dive right in.
48QmLVn7fqQ_20-8-rgb_front,Make sure you clearly know where the knees are.
48QmLVn7fqQ_21-8-rgb_front,Draw some slippers on our girl.
48QmLVn7fqQ_22-8-rgb_front,"But, yeah, there you have it."
48QmLVn7fqQ_23-8-rgb_front,The jeans and t-shirt look.
48QmLVn7fqQ_7-8-rgb_front,"Alright, so now to draw the t-shirt."
49P4e1DLm6w_12-5-rgb_front,"Put the cap on, there we go."
49P4e1DLm6w_13-8-rgb_front,Now we've got lava.
49P4e1DLm6w_15-5-rgb_front,Got baking soda here.
49P4e1DLm6w_2-5-rgb_front,Okay.
49P4e1DLm6w_2-8-rgb_front,Okay.
49P4e1DLm6w_20-8-rgb_front,Give it a really good squirt of lava in there.
49P4e1DLm6w_21-5-rgb_front,There we go.
49P4e1DLm6w_21-8-rgb_front,There we go.
49P4e1DLm6w_24-8-rgb_front,There's fewer things to go wrong.
49P4e1DLm6w_3-5-rgb_front,First thing you need is your volcano.
49P4e1DLm6w_3-8-rgb_front,First thing you need is your volcano.
49P4e1DLm6w_5-8-rgb_front,One of those little pop bottles.
49P4e1DLm6w_6-8-rgb_front,Anything that's got a narrow mouth on it.
49P4e1DLm6w_7-5-rgb_front,It'll help out.
49P4e1DLm6w_7-8-rgb_front,It'll help out.
4Af-nxPvbgY_13-5-rgb_front,That's called a post route.
4Af-nxPvbgY_2-5-rgb_front,We're going to talk about the post route.
4Af-nxPvbgY_6-5-rgb_front,"So, we want to go a little deeper."
4BKUiL-ou2Q_7-8-rgb_front,I'm standing next to a sewer discharge.
4BZVj8FDDvY_3-5-rgb_front,Every garden is going to grow weeds.
4BZVj8FDDvY_3-8-rgb_front,Every garden is going to grow weeds.
4BZVj8FDDvY_4-5-rgb_front,There's not really much that you can do to prevent it.
4BZVj8FDDvY_8-5-rgb_front,"So don't let them get out of hand, it's not that much of a hassle."
4C6UadTF65I_10-5-rgb_front,"Which in this case, will turn dark brown."
4C6UadTF65I_10-8-rgb_front,"Which in this case, will turn dark brown."
4C6UadTF65I_2-5-rgb_front,"In this case, on the bottom."
4C6UadTF65I_2-8-rgb_front,"In this case, on the bottom."
4C6UadTF65I_4-5-rgb_front,It can be anything.
4C6UadTF65I_4-8-rgb_front,It can be anything.
4ChFh4LdxVg_0-8-rgb_front,O.k.
4ChFh4LdxVg_12-8-rgb_front,"It'll swing around there, depending which ever way the wind is coming."
4ChFh4LdxVg_5-8-rgb_front,"""And, how do you really determine the wind?"
4ChFh4LdxVg_6-8-rgb_front,Do you listen to local channels?
4EFBr4Oe2ZE_0-8-rgb_front,Hi!
4EFBr4Oe2ZE_10-8-rgb_front,It affects our physiological systems.
4Fvc5MU1V0k_7-5-rgb_front,Everything should be kept proportional.
4G2TEC5lS_g_17-5-rgb_front,If it looks like it's too small then you can add more.
4G2TEC5lS_g_8-5-rgb_front,That's the goal.
4GKnUtxCEY8_4-5-rgb_front,"So again, that's steeping and brewing."
4GKnUtxCEY8_5-5-rgb_front,You'll hear me saying that a whole lot.
4GKnUtxCEY8_6-5-rgb_front,Don't get confused.
4I2azcR2kcA_11-8-rgb_front,A fish may show signs of rapid breathing.
4I2azcR2kcA_17-8-rgb_front,"Again, this is how you can tell if a fish is sick."
4I2azcR2kcA_3-8-rgb_front,"That way, you will be able to distinguish when there are differences."
4K_FAmYAd2o_12-8-rgb_front,Its all about what you want.
4K_FAmYAd2o_2-8-rgb_front,There's three types.
4K_FAmYAd2o_4-8-rgb_front,"Now the different between the three, varies."
4K_f93M-BrA_11-8-rgb_front,You need a day bulb and a night bulb.
4K_f93M-BrA_14-8-rgb_front,Every house is going to differ depending on the temperature you keep it in.
4K_f93M-BrA_5-8-rgb_front,We don't want that.
4K_f93M-BrA_9-8-rgb_front,"This guy, as you can see right here, is only rated for seventy five watts today."
4MIPkK7F4GM_10-5-rgb_front,There it is.
4MIPkK7F4GM_14-5-rgb_front,That's a behind the back brush.
4MIPkK7F4GM_4-5-rgb_front,We're going to do it with a clock spin first.
4MIPkK7F4GM_5-5-rgb_front,"From here, brush."
4MIPkK7F4GM_7-5-rgb_front,You can do it on either side.
4MXwmQ7Ht6E_12-8-rgb_front,And just bring it over.
4MXwmQ7Ht6E_13-8-rgb_front,Your going to hold it.
4MXwmQ7Ht6E_14-8-rgb_front,And you can see.
4MXwmQ7Ht6E_15-8-rgb_front,There's a mark here and a mark here.
4MXwmQ7Ht6E_16-8-rgb_front,I'll have to put my thumb there.
4MXwmQ7Ht6E_17-8-rgb_front,My fingernail.
4MXwmQ7Ht6E_18-8-rgb_front,Feel it.
4MXwmQ7Ht6E_19-8-rgb_front,I can tell that it is right there on top.
4MXwmQ7Ht6E_21-8-rgb_front,"So, I know that's perfectly where I need it."
4MXwmQ7Ht6E_22-8-rgb_front,"And, so since we know that."
4MXwmQ7Ht6E_23-8-rgb_front,This is what the hem is going to look like.
4MXwmQ7Ht6E_25-8-rgb_front,"So, like I said, this is the top of the cuff and the bottom of the cuff."
4MXwmQ7Ht6E_26-8-rgb_front,And the final hem.
4MXwmQ7Ht6E_27-8-rgb_front,"So, in the next clip."
4MXwmQ7Ht6E_29-8-rgb_front,"So, let's get started pinning this down."
4MXwmQ7Ht6E_4-8-rgb_front,This mark is the bottom of the cuff.
4MXwmQ7Ht6E_8-8-rgb_front,And it's going to be up here.
4Mi3E9RcS_o_15-8-rgb_front,Remember to move around.
4Mi3E9RcS_o_3-8-rgb_front,Get it spinning.
4PE3myd8L3Q_0-5-rgb_front,Hello.
4PE3myd8L3Q_1-5-rgb_front,This is J.B.
4PE3myd8L3Q_12-5-rgb_front,Why does it have that?
4QhpU9Fk5dA_0-8-rgb_front,"So, how much caffeine is in a flowering art tea?"
4QhpU9Fk5dA_6-8-rgb_front,All you have to do is everyday or so you change out the water.
4RbZmUDyjGc_1-5-rgb_front,Today we're going to show you how to use a hammer safely.
4RbZmUDyjGc_10-5-rgb_front,Watch your face when you come up.
4RbZmUDyjGc_11-5-rgb_front,Don't bring it up too high.
4RbZmUDyjGc_13-5-rgb_front,And that was how to use a hammer safely.
4RbZmUDyjGc_7-5-rgb_front,Just lightly like that.
4S2nxOnWxVw_0-8-rgb_front,"AMANDA CLAIRE: All right, so already we've saved a lot of money."
4S2nxOnWxVw_3-8-rgb_front,And so we've already saved a lot of money with that.
4S2nxOnWxVw_4-8-rgb_front,We don't have to buy any emulsion.
4U57Q4XIfoM_14-8-rgb_front,"But the best way to learn how to jump rope, take the jump rope, set it aside, go through the motions."
4U57Q4XIfoM_15-8-rgb_front,You can do it right in the mirror so you can see yourself.
4U57Q4XIfoM_16-8-rgb_front,"Up and down, try it, I'll bet you'll be surprised."
4UKcwg0pk90_10-3-rgb_front,It will dry out a lot faster.
4UlmDZi98fk_12-5-rgb_front,Especially stuff you're not using anymore.
4UlmDZi98fk_17-5-rgb_front,Definitely get as much of that as you can afford.
4UlmDZi98fk_3-5-rgb_front,Make sure it's not too full.
4WoQ5Pl24_k_6-5-rgb_front,Now real time.
4XAeTaoXAa0_5-5-rgb_front,You may use your own mascara.
4YRehZfsLDY_10-5-rgb_front,Talk to your detail specialist.
4YRehZfsLDY_13-5-rgb_front,So be cautious the way you do that.
4YRehZfsLDY_2-5-rgb_front,Of course the cars has got to be clean.
4YRehZfsLDY_22-5-rgb_front,It's located right here.
4YRehZfsLDY_9-5-rgb_front,So find the wax that best suits you.
52MbWpfvuF0_19-8-rgb_front,You can imagine how horrible that could be.
52MbWpfvuF0_2-8-rgb_front,We are going to start by mixing the dry ingredients.
52MbWpfvuF0_21-8-rgb_front,Let's see how that is all incorporated there.
52MbWpfvuF0_3-8-rgb_front,We will start off by using all purpose flour.
52MbWpfvuF0_7-8-rgb_front,There we go.
52MbWpfvuF0_8-8-rgb_front,Now my flour is nice and light.
53azmnNFcPQ_11-5-rgb_front,It's very easy to do.
53azmnNFcPQ_15-5-rgb_front,Any kind of organic oil.
53azmnNFcPQ_16-5-rgb_front,This is macadamia nut oil.
53azmnNFcPQ_18-5-rgb_front,"So, these are biodiesels that we've made."
53azmnNFcPQ_19-5-rgb_front,This is olive oil based biodiesel.
53azmnNFcPQ_22-5-rgb_front,This one is corn oil.
53azmnNFcPQ_23-5-rgb_front,And this one is hemp seed oil.
53azmnNFcPQ_3-5-rgb_front,We've just settled our oil.
53azmnNFcPQ_6-5-rgb_front,I just picked it up at a local grocery store.
53azmnNFcPQ_7-5-rgb_front,This is vegetable oil.
54ERX_j7PGE_5-5-rgb_front,We're not going to go into that today.
55bITHs7Kyc_0-3-rgb_front,Hi!
55bITHs7Kyc_2-3-rgb_front,I'm here showing you how to wash your jeans.
55bITHs7Kyc_4-3-rgb_front,You want to go ahead and add your detergent to the washing machine first.
55bITHs7Kyc_6-3-rgb_front,Be careful not to stuff them into the washing machine.
55bITHs7Kyc_9-3-rgb_front,That covers loading your washing machine.
55iR3RXwuTA_0-8-rgb_front,"Hi, this is Sean Hobson."
55iR3RXwuTA_12-8-rgb_front,"But in this position, we call this ""help side"" defense."
57_1T6O51TQ_1-8-rgb_front,Type two diabetes is characterized by high blood sugars.
57_1T6O51TQ_10-8-rgb_front,"But, the third and fourth reason are probably the most important."
57_1T6O51TQ_2-8-rgb_front,"Generally, not quite as high as type one during diagnoses."
57_1T6O51TQ_5-8-rgb_front,Number one is genetics.
57_1T6O51TQ_7-8-rgb_front,The second is age.
57bbRJn0xec_12-1-rgb_front,So she's going from 10 lbs.
57bbRJn0xec_14-1-rgb_front,She's going to do the same thing until she fatigues.
57bbRJn0xec_16-1-rgb_front,"There you go, Karie, and then last we'll give her a 3 lb."
57bbRJn0xec_17-1-rgb_front,medicine ball.
57bbRJn0xec_20-1-rgb_front,dumbbells.
57bbRJn0xec_23-1-rgb_front,That's good.
57bbRJn0xec_24-1-rgb_front,So this an overhead tricep drop set.
58xX_6AShZQ_11-5-rgb_front,"Most people understand that, but just to make sure, you are counting the top dice."
58xX_6AShZQ_14-5-rgb_front,Now you can be created when you're playing dice.
58xX_6AShZQ_15-5-rgb_front,You can come up with any kind of different games.
59xX5JTRuk4_5-8-rgb_front,We can move sideways.
59xX5JTRuk4_6-8-rgb_front,"Three, one, two, three."
59xX5JTRuk4_7-8-rgb_front,But always keep the bouncing.
59xX5JTRuk4_9-8-rgb_front,The tempo goes different.
5CGdJ5Cuv5M_0-8-rgb_front,Do you like to play board games?
5CGdJ5Cuv5M_14-8-rgb_front,Rolling the dice might be the best way to do that.
5CGdJ5Cuv5M_15-8-rgb_front,"See if I'm in, I'm out of jail, two sixes."
5CGdJ5Cuv5M_3-8-rgb_front,How do you get out?
5CGdJ5Cuv5M_4-8-rgb_front,There's three ways to do that.
5CGdJ5Cuv5M_6-8-rgb_front,"That's rolling two sixes, two fives and so on."
5CGdJ5Cuv5M_7-8-rgb_front,Why is it important to get out of jail?
5GF2D_lAus4_0-8-rgb_front,O.k.
5GF2D_lAus4_19-8-rgb_front,"The, the, the African Cichlids are a more aggressive fish."
5GF2D_lAus4_21-8-rgb_front,"And, you can go from."
5GF2D_lAus4_8-8-rgb_front,"So, so that's what we're looking at here as far as fish."
5GHCXLNcgUQ_1-5-rgb_front,I know -- he's not talking to me.
5GHCXLNcgUQ_13-5-rgb_front,He is your responsibility.
5GHCXLNcgUQ_14-5-rgb_front,It is just like having a child.
5GHCXLNcgUQ_2-5-rgb_front,I can't hear him.
5GHCXLNcgUQ_4-5-rgb_front,He talks to me in his behavior.
5GHCXLNcgUQ_7-5-rgb_front,And just kind of check out to see what he's doing.
5HDlLzELoeg_3-8-rgb_front,This is what they call a punch down machine.
5HDlLzELoeg_4-8-rgb_front,It is a real simple system.
5HDlLzELoeg_5-8-rgb_front,You insert your key there.
5HDlLzELoeg_7-8-rgb_front,You just punch it down.
5L334OJnp7w_0-5-rgb_front,Hi.
5L334OJnp7w_13-5-rgb_front,This one is made by Really Right Stuff.
5Lh23UUvx2M_0-8-rgb_front,Do you play spades?
5Lh23UUvx2M_1-8-rgb_front,Do you want to learn some different ways to play spades?
5Lh23UUvx2M_13-8-rgb_front,You're going to get forty points.
5Lh23UUvx2M_14-8-rgb_front,If you don't make it you're going to get points deducted.
5Lh23UUvx2M_17-8-rgb_front,My name is Dean Hale.
5Lh23UUvx2M_4-8-rgb_front,The difference in this game is you have to bid either nil or at least four tricks.
5Lh23UUvx2M_7-8-rgb_front,"They can bid the same as the, as their partner took, or they can make the other bid."
5Lh23UUvx2M_9-8-rgb_front,The other players are going to do the same thing.
5O8kZa59YZU_13-8-rgb_front,And that's what we have on milk.
5O8kZa59YZU_2-8-rgb_front,Now milk is essential for growth of teeth and bones.
5Oq-F-EC_pU_1-8-rgb_front,Now an umbrella is exactly like it sounds.
5Oq-F-EC_pU_6-8-rgb_front,There are also different colors.
5Oq-F-EC_pU_9-8-rgb_front,They also fold back up.
5Pm9nRXM-L0_11-8-rgb_front,"I have to listen for him, I have to smell him, I have to look for him."
5Pm9nRXM-L0_12-8-rgb_front,"And so in this way, you have a dog that's very, that uses all of his skills and all of his senses in order to find people."
5Pm9nRXM-L0_7-8-rgb_front,From the time the dog is a puppy you can even make it much of a game.
5R_edfcFUP0_2-3-rgb_front,We don't want to have any weeds in the way.
5R_edfcFUP0_7-3-rgb_front,Now once we rake it.
5R_edfcFUP0_9-3-rgb_front,Alright there we go
5SFfLkf65EY_17-5-rgb_front,Peace!
5SFfLkf65EY_5-5-rgb_front,What's going to be the location?
5SFfLkf65EY_6-5-rgb_front,What type of things do we want to use?
5SFfLkf65EY_7-5-rgb_front,"As far as, what type of props will we use?"
5ShtTFePfe8_3-8-rgb_front,Use language that they use.
5ShtTFePfe8_4-8-rgb_front,Get down on their level.
5T4P9SM0_ck_2-5-rgb_front,Left hip goes up and drop.
5T4P9SM0_ck_23-5-rgb_front,"One, two, three, four."
5T4P9SM0_ck_24-5-rgb_front,You can travel forward and back.
5T4P9SM0_ck_26-5-rgb_front,Good.
5T4P9SM0_ck_27-5-rgb_front,Keep the feet together.
5T4P9SM0_ck_28-5-rgb_front,"One, two, three, four."
5T4P9SM0_ck_29-5-rgb_front,"One, two, three, four."
5T4P9SM0_ck_3-5-rgb_front,Step up drop.
5T4P9SM0_ck_30-5-rgb_front,"One, two, three, four."
5T4P9SM0_ck_31-5-rgb_front,"One, two, three, four."
5T4P9SM0_ck_32-5-rgb_front,"One, two, three."
5T4P9SM0_ck_33-5-rgb_front,Good.
5T4P9SM0_ck_4-5-rgb_front,Step up drop.
5T4P9SM0_ck_5-5-rgb_front,Good.
5TIHwgy4F1s_0-3-rgb_front,Hey guys.
5TIHwgy4F1s_10-3-rgb_front,"(Beeps, robot noise.)"
5TIHwgy4F1s_8-3-rgb_front,Alright.
5TIHwgy4F1s_9-3-rgb_front,I'm going to start off with a blank slate.
5UsVsSkd3JY_2-3-rgb_front,So be aware of that.
5UsVsSkd3JY_5-3-rgb_front,So pay attention to how your horse is feeling.
5Uy3r6Sl4pM_1-8-rgb_front,That for sure is the ideal divorce.
5VX_yUTOwcU_12-3-rgb_front,Chefs love these.
5VX_yUTOwcU_2-3-rgb_front,You could leave the backbone on.
5VX_yUTOwcU_3-3-rgb_front,We try not to waste any of the fish.
5VX_yUTOwcU_6-3-rgb_front,"Once again, a natural resource."
5VkXcJblh4o_2-8-rgb_front,Now there's a lot of different paper you can use.
5VkXcJblh4o_3-8-rgb_front,I've drawn thousands of drawings on napkins.
5VkXcJblh4o_7-8-rgb_front,So this here holds colored ink really well.
5VseAeFbfgI_0-8-rgb_front,Hi.
5VseAeFbfgI_11-8-rgb_front,So you just run your chalk like that.
5VseAeFbfgI_15-8-rgb_front,This is what you'd use on dark fabric.
5VseAeFbfgI_17-8-rgb_front,It's going to scare you at first because you're going to see this blue.
5VseAeFbfgI_18-8-rgb_front,And then I'm going to move over and I'm going to mark this one every two inches.
5VseAeFbfgI_19-8-rgb_front,And I just keep marking it.
5VseAeFbfgI_21-8-rgb_front,It's called mark be gone.
5VseAeFbfgI_23-8-rgb_front,So that's two ways.
5VseAeFbfgI_26-8-rgb_front,And then you can call yourself a quilter.
5VseAeFbfgI_5-8-rgb_front,So it's a great marking tool for you.
5VseAeFbfgI_6-8-rgb_front,Now if we were using chalk?
5VseAeFbfgI_8-8-rgb_front,On this black.
5VseAeFbfgI_9-8-rgb_front,Because I could not see.
5XSD1NAFaxA_12-8-rgb_front,Let?s see if that works.
5XSD1NAFaxA_2-8-rgb_front,All right here we are going into test chamber 10.
5XSD1NAFaxA_3-8-rgb_front,You can see there are some stairs here.
5YMC8pMGeTA_0-8-rgb_front,Let's try a Belly Pop.
5YMC8pMGeTA_11-8-rgb_front,And we're going to accent front and back.
5YMC8pMGeTA_14-8-rgb_front,Good.
5YMC8pMGeTA_15-8-rgb_front,Push.
5YMC8pMGeTA_16-8-rgb_front,A little faster.
5YMC8pMGeTA_18-8-rgb_front,Good.
5YMC8pMGeTA_19-8-rgb_front,Rocking front and back.
5YMC8pMGeTA_21-8-rgb_front,Other side.
5YMC8pMGeTA_23-8-rgb_front,Good.
5YMC8pMGeTA_25-8-rgb_front,So that way they can see what your body is doing.
5YMC8pMGeTA_5-8-rgb_front,Okay.
5YMC8pMGeTA_7-8-rgb_front,So make sure your chest is lifted and your shoulders are relaxed.
5YMC8pMGeTA_9-8-rgb_front,So let's start with the feet.
5_w9QWHoI1E_7-8-rgb_front,"One point six, to one."
5agwuoxNssM_0-5-rgb_front,Now I'm feeling really creative.
5agwuoxNssM_14-5-rgb_front,You can see where I'm doing that.
5agwuoxNssM_2-5-rgb_front,What have we added?
5agwuoxNssM_20-5-rgb_front,Take the knot and just wrap it into place.
5agwuoxNssM_3-5-rgb_front,A swan.
5c2eJSafE3M_14-5-rgb_front,There is our clew patch.
5c2eJSafE3M_17-5-rgb_front,Right now I'm doing the tack patch.
5c2eJSafE3M_19-5-rgb_front,There is the tack patch.
5c2eJSafE3M_9-5-rgb_front,I'm going to go ahead and tape the backside of it.
5c6jezj8l68_10-8-rgb_front,"In addition, it seems to curb their appetite."
5c6jezj8l68_6-8-rgb_front,Its not being widely used yet.
5c6jezj8l68_7-8-rgb_front,Another hormone that's been studied more is growth hormone.
5c6jezj8l68_9-8-rgb_front,They lose weight in the method of losing body fat.
5dodEz2r56M_0-8-rgb_front,Hi.
5dodEz2r56M_14-8-rgb_front,"So, we're going to connect to Linux and that's pretty much it."
5dodEz2r56M_16-8-rgb_front,Take care.
5dodEz2r56M_3-8-rgb_front,Open it.
5dodEz2r56M_4-8-rgb_front,That's as easy as that.
5dodEz2r56M_5-8-rgb_front,That's really all you have to do.
5dodEz2r56M_8-8-rgb_front,We're going to go show airport and show status in menu bar.
5dqnMgr62_w_10-8-rgb_front,What an independent realtor looks like.
5dqnMgr62_w_11-8-rgb_front,A) Don't put the cart before the horse.
5dqnMgr62_w_13-8-rgb_front,I'm on my own in one sense.
5dqnMgr62_w_14-8-rgb_front,You don't have this big broker.
5dqnMgr62_w_15-8-rgb_front,This is all on me.
5dqnMgr62_w_16-8-rgb_front,Sort of.
5dqnMgr62_w_17-8-rgb_front,I'm an independent realtor.
5dqnMgr62_w_19-8-rgb_front,I'm buying my own signs and that kind of thing.
5dqnMgr62_w_2-8-rgb_front,Okay what worked for me?
5dqnMgr62_w_20-8-rgb_front,So let's talk a little bit more about that.
5dqnMgr62_w_4-8-rgb_front,I had these children to feed.
5dqnMgr62_w_5-8-rgb_front,I've got a couple of dogs.
5dqnMgr62_w_8-8-rgb_front,There's a huge difference.
5jTzjzuPJ88_1-3-rgb_front,"Oh, I know what you're thinking."
5jTzjzuPJ88_10-3-rgb_front,"What a great story, can't go into it right now."
5jTzjzuPJ88_11-3-rgb_front,We only have two minutes.
5jTzjzuPJ88_12-3-rgb_front,Right there.
5jTzjzuPJ88_13-3-rgb_front,Forehand with top spin.
5jTzjzuPJ88_14-3-rgb_front,"Tennis players, you know what I'm talking about."
5jTzjzuPJ88_16-3-rgb_front,You can see that that's going to hook the ball.
5jTzjzuPJ88_17-3-rgb_front,You can see that that's going to hook the ball.
5jTzjzuPJ88_24-3-rgb_front,I don't know if they'll believe that one.
5jTzjzuPJ88_3-3-rgb_front,"Bob Hope, 1942."
5k66qfWaM7E_0-8-rgb_front,Now let's start combining the strips of our image.
5k66qfWaM7E_2-8-rgb_front,The important thing over here is just to keep everything in order.
5k66qfWaM7E_9-8-rgb_front,So that's what we're going to do next.
5myLxfF9NWM_2-8-rgb_front,Sallow skin is dull skin.
5newWSXJB1I_3-8-rgb_front,That's what makes it an effective pitch.
5nk3hS9UHl0_2-8-rgb_front,Then the bird needs warmth.
